mCA type	Actual fitness	Lower limit detection	Upper limit detection	Number of mCAs	Inferred s	Inferred s lower 95 CI	Inferred s upper 95 CI	Inferred mu	Inferred mu lower 95 CI	Inferred mu upper 95 CI	S probs list	Mu probs list
-	0.09	0.041	0.67	15	0.075510204	0.065306122	0.131632653	2.07E-08	1.18E-10	1.95E-07	"[[5.0, 5.510204081632653, 6.020408163265306, 6.530612244897959, 7.040816326530612, 7.551020408163265, 8.061224489795919, 8.571428571428571, 9.081632653061225, 9.591836734693878, 10.102040816326529, 10.612244897959183, 11.122448979591837, 11.63265306122449, 12.142857142857142, 12.653061224489795, 13.16326530612245, 13.673469387755102, 14.183673469387752, 14.693877551020407, 15.204081632653061, 15.714285714285714, 16.224489795918366, 16.73469387755102, 17.244897959183675, 17.75510204081633, 18.265306122448976, 18.77551020408163, 19.285714285714285, 19.79591836734694, 20.30612244897959, 20.816326530612244, 21.3265306122449, 21.836734693877553, 22.346938775510207, 22.857142857142854, 23.36734693877551, 23.877551020408163, 24.387755102040813, 24.897959183673468, 25.408163265306122, 25.918367346938776, 26.42857142857143, 26.93877551020408, 27.448979591836732, 27.959183673469383, 28.469387755102037, 28.97959183673469, 29.489795918367346, 30.0], [1.1528942142344006e-166, 1.3278584585666942e-47, 1.2953165040656352e-05, 0.11085039733289122, 0.24628253655633825, 0.24185057296608656, 0.1603394770030807, 0.09067179106225463, 0.04949079524573756, 0.02771484877212192, 0.016352281316686146, 0.010249655313641033, 0.006818916522926752, 0.004791186805967535, 0.0035332524845400875, 0.0027184034644469213, 0.0021710315080975522, 0.001792254657058013, 0.0015235669950673025, 0.0013287333551805116, 0.0011844818028539962, 0.0010755216620852203, 0.0009915825568910406, 0.000925707621401373, 0.0008730941129315234, 0.0008304033681972278, 0.0007952845693718549, 0.0007660488225784205, 0.0007414644370555696, 0.0007206194677316011, 0.0007028260971950832, 0.0006875560250221906, 0.0006743974152033717, 0.00066302546989371, 0.0006531813671497059, 0.0006446564874940876, 0.0006372802078381533, 0.0006309103356562063, 0.0006254257118048711, 0.0006207207183255537, 0.000616701456888377, 0.0006132833062398486, 0.0006103895109236771, 0.0006079504473221883, 0.0006059032608532068, 0.0006041916478873673, 0.0006027656409723946, 0.0006015813276723498, 0.0006006004839991542, 0.000599790133397301]]"	"[[1e-11, 1.2517375796881264e-11, 1.566846968403495e-11, 1.961281231971069e-11, 2.4550094223952224e-11, 3.073027552500541e-11, 3.846624070881969e-11, 4.8149639044558845e-11, 6.027071264049324e-11, 7.544311596668957e-11, 9.443498338427503e-11, 1.1820781753932085e-10, 1.4796516742688575e-10, 1.8521356055307835e-10, 2.3183877401213055e-10, 2.9020130585980794e-10, 3.6325588021929116e-10, 4.547010363131755e-10, 5.691663746763371e-10, 7.124469402772265e-10, 8.917966086788266e-10, 1.116295328521718e-09, 1.3973088127409373e-09, 1.7490639513372373e-09, 2.1893690771666242e-09, 2.7405155496965883e-09, 3.4304063012748826e-09, 4.293968480904737e-09, 5.3749217135447955e-09, 6.727991496725719e-09, 8.42167979227378e-09, 1.0541733080089207e-08, 1.3195483451389148e-08, 1.651728251825661e-08, 2.067530324242757e-08, 2.5880054039994412e-08, 3.239503620622059e-08, 4.0550084214683785e-08, 5.0758064271038186e-08, 6.35357765202837e-08, 7.953011912510593e-08, 9.955083882596847e-08, 1.2461152604794077e-07, 1.5598093001649362e-07, 1.9524719181634916e-07, 2.4439824732510076e-07, 3.059224705867423e-07, 3.8293465290446166e-07, 4.793336956053445e-07, 6.000000000000003e-07], [1.3962610521795497e-13, 2.5735035333337947e-10, 1.1759357937401891e-07, 1.3428879505881045e-05, 0.0003892017735528817, 0.002961862685024055, 0.006479077603174297, 0.0053763287993425, 0.003290415537890041, 0.0025455762361411703, 0.0023631014643329456, 0.002409161720202874, 0.002603652875282792, 0.002922442428526195, 0.0033620793817814637, 0.003930787045931057, 0.004661479158492511, 0.005548067319886939, 0.006626303567461698, 0.008172048393731146, 0.009315058695070901, 0.012223493307448995, 0.013503636387841498, 0.015871354190418928, 0.023860078570432208, 0.016041340119849954, 0.031238912696524238, 0.04067692173311637, 0.017567578157182143, 0.0374814366812923, 0.07599769375928174, 0.03883478981920443, 0.011550773279391864, 0.056534964361187906, 0.11463493869884452, 0.0568058594787054, 0.00727593945538595, 0.01128600180672668, 0.07208893783206696, 0.11427848197607611, 0.04415820416592132, 0.004162353889399824, 0.0003949157817802456, 0.006739310607823925, 0.0369663810344599, 0.04942823734277124, 0.01610963228153354, 0.0012797894033472208, 2.4886790227036332e-05, 1.2964975356664382e-05]]"
-	0.1	0.041	0.67	42	0.098367347	0.092857143	0.108469388	3.54E-09	1.43E-09	6.47E-09	"[[8.0, 8.091836734693878, 8.183673469387754, 8.275510204081634, 8.36734693877551, 8.459183673469388, 8.551020408163264, 8.642857142857142, 8.73469387755102, 8.826530612244898, 8.918367346938776, 9.010204081632653, 9.102040816326532, 9.193877551020408, 9.285714285714286, 9.377551020408163, 9.46938775510204, 9.561224489795919, 9.653061224489797, 9.744897959183675, 9.83673469387755, 9.928571428571429, 10.020408163265307, 10.112244897959185, 10.204081632653061, 10.295918367346939, 10.387755102040815, 10.479591836734695, 10.571428571428571, 10.66326530612245, 10.755102040816327, 10.846938775510203, 10.938775510204083, 11.03061224489796, 11.122448979591837, 11.214285714285714, 11.306122448979592, 11.39795918367347, 11.489795918367346, 11.581632653061224, 11.673469387755102, 11.76530612244898, 11.857142857142858, 11.948979591836734, 12.040816326530612, 12.13265306122449, 12.224489795918366, 12.316326530612246, 12.408163265306122, 12.5], [2.2628036714460255e-25, 1.5580159105549142e-19, 5.5705347420039774e-15, 1.4167396161872534e-11, 3.6146827823702953e-09, 1.451332391935646e-07, 1.7501039985137008e-06, 1.2078529432003861e-05, 6.279156516826404e-05, 0.00025964487277969455, 0.0008748224582967152, 0.002452784667523239, 0.005832565656481024, 0.011967124323104804, 0.0215179433720745, 0.034386818382577435, 0.049462103281706984, 0.06477636013636508, 0.07803925915757874, 0.08729965350474354, 0.09144651538782218, 0.09037940140299904, 0.08485664411511544, 0.07615312714404739, 0.06568701979375571, 0.054729841493405616, 0.044245187662660716, 0.034845919781741445, 0.026831814775725334, 0.020265956624082287, 0.015057884226746669, 0.011034931950120787, 0.00799455626281156, 0.005737740531690252, 0.004087101316856288, 0.0028942555762613486, 0.002040544184131413, 0.0014342110848115247, 0.0010061095586870335, 0.0007051691028228474, 0.0004942620239976077, 0.00034673068476016107, 0.00024362012213622448, 0.0001715526411776419, 0.0001211383009787867, 8.580860628710414e-05, 6.097275850684192e-05, 4.341699844605152e-05, 3.088968018851117e-05, 2.1827433300178462e-05]]"	"[[4.999999999999999e-10, 5.390947546526882e-10, 5.812463089880818e-10, 6.266936726734211e-10, 6.756945434245374e-10, 7.285267682152224e-10, 7.854899187377992e-10, 8.469069900482277e-10, 9.131262320273882e-10, 9.84523124043477e-10, 1.0615025040122285e-09, 1.1445008639273731e-09, 1.2339888248774288e-09, 1.330473805582913e-09, 1.434502899585092e-09, 1.5466659774007901e-09, 1.6675990312330717e-09, 1.7979877812033068e-09, 1.938571563552648e-09, 2.090147522860186e-09, 2.2535751320484627e-09, 2.4297810658061313e-09, 2.6197644550609965e-09, 2.824602552297883e-09, 3.045456839844756e-09, 3.28357961576292e-09, 3.540321094684545e-09, 3.817137063861402e-09, 4.115597137836074e-09, 4.437393658542089e-09, 4.784351291298265e-09, 5.15843737110942e-09, 5.5617730579389595e-09, 5.9966453642070695e-09, 6.465520122712755e-09, 6.971055968511703e-09, 7.516119414029917e-09, 8.103801102893531e-09, 8.737433334637144e-09, 9.420608959660823e-09, 1.0157201751574517e-08, 1.0951388372445816e-08, 1.1807672055499935e-08, 1.2730908139558256e-08, 1.372633160000211e-08, 1.4799586732369128e-08, 1.5956759156895398e-08, 1.7204410325477087e-08, 1.8549614726714455e-08, 2.0000000000000004e-08], [5.162857744058647e-06, 1.642513357789043e-05, 3.943195569444991e-05, 7.763529035425154e-05, 0.0001366730000783254, 0.00022894268249308732, 0.00037521608875998465, 0.0006057292733448489, 0.0009631791628371534, 0.001506718821828278, 0.0023156611690812587, 0.0034919260169851475, 0.0051599155832203975, 0.007462046485691619, 0.010548012973630288, 0.014556240935679993, 0.019587139261845993, 0.02566977411368035, 0.032726319196548906, 0.04054151419139609, 0.04874643911391205, 0.056826021957160036, 0.06415687633002547, 0.07007607933203348, 0.07397327880234392, 0.07539022963170097, 0.07410640177341266, 0.07018928275483541, 0.06399451695328011, 0.05611286849696648, 0.047274729317150495, 0.03823400346235708, 0.02965786651878592, 0.02204563171650559, 0.015690201996797135, 0.010683072805300188, 0.006952984883634997, 0.004322220021937234, 0.0025642641124372246, 0.0014507968011333314, 0.0007821875107354153, 0.00040156713104028444, 0.00019616973346445706, 9.112349650441996e-05, 4.0220352045055486e-05, 1.6857515158139042e-05, 6.704560978407283e-06, 2.5288069722466934e-06, 9.038905394053958e-07, 3.0602638024415454e-07]]"
-	0.11	0.041	0.67	71	0.105	0.1	0.112142857	4.97E-09	2.64E-09	8.25E-09	"[[9.0, 9.071428571428571, 9.142857142857142, 9.214285714285714, 9.285714285714286, 9.357142857142858, 9.428571428571427, 9.5, 9.571428571428571, 9.642857142857142, 9.714285714285714, 9.785714285714285, 9.857142857142858, 9.928571428571429, 10.0, 10.071428571428571, 10.142857142857142, 10.214285714285715, 10.285714285714285, 10.357142857142856, 10.428571428571429, 10.5, 10.571428571428571, 10.642857142857142, 10.714285714285715, 10.785714285714286, 10.857142857142858, 10.928571428571429, 11.0, 11.071428571428571, 11.142857142857142, 11.214285714285714, 11.285714285714285, 11.357142857142858, 11.428571428571429, 11.5, 11.571428571428571, 11.642857142857144, 11.714285714285715, 11.785714285714285, 11.857142857142858, 11.928571428571429, 12.0, 12.071428571428571, 12.142857142857142, 12.214285714285714, 12.285714285714286, 12.357142857142858, 12.428571428571429, 12.5], [2.527937080920733e-17, 5.1450729164016166e-14, 2.202402202315964e-11, 2.329955657713143e-09, 7.398853527143892e-08, 9.135820931048812e-07, 6.0688626123907456e-06, 2.8797594951857798e-05, 0.00011155121266658461, 0.0003660766315998736, 0.0010334426334680546, 0.0025412712929898636, 0.005506277761530326, 0.010624684080261144, 0.01843650437443922, 0.02903164371912246, 0.04183287011288792, 0.05558513516931331, 0.06859259139699957, 0.07912541941881282, 0.08584126347294657, 0.08807110674495798, 0.08589237978679659, 0.08000388902994861, 0.07148130784130644, 0.06150904156317161, 0.051162594802428484, 0.04127697016529932, 0.03240122747667978, 0.024817702862736084, 0.01859755865132054, 0.013667837565960711, 0.009873319747841608, 0.007024858085096393, 0.004932214522230775, 0.003423173511617643, 0.0023522836056411975, 0.0016027258008632962, 0.0010842284434053387, 0.0007291386755113149, 0.00048799952167071485, 0.00032538739118804583, 0.00021635628968444032, 0.0001435844879474778, 9.518433291987751e-05, 6.307621865629166e-05, 4.181229596657294e-05, 2.7742874593080415e-05, 1.8435373036148967e-05, 1.2274674262187626e-05]]"	"[[9.000000000000007e-10, 9.587998741164547e-10, 1.021441331784139e-09, 1.0881753559244173e-09, 1.1592693269743942e-09, 1.2350080941890172e-09, 1.3156951169346962e-09, 1.4016536805473556e-09, 1.493228191626293e-09, 1.590785557953811e-09, 1.6947166585693123e-09, 1.8054379098881268e-09, 1.923392934139781e-09, 2.049054336810777e-09, 2.1829256002132656e-09, 2.3255431007667377e-09, 2.4774782580750305e-09, 2.6393398244095457e-09, 2.8117763237715736e-09, 2.995478650306444e-09, 3.1911828364803824e-09, 3.3996730021110744e-09, 3.6217844960680065e-09, 3.858407243229906e-09, 4.110489310109832e-09, 4.379040703433689e-09, 4.665137416892277e-09, 4.969925742280285e-09, 5.294626862296069e-09, 5.6405417434033845e-09, 6.009056348359744e-09, 6.401647189295531e-09, 6.819887243593897e-09, 7.2654522562735994e-09, 7.740127454126895e-09, 8.24581469851353e-09, 8.784540105469275e-09, 9.35846216366098e-09, 9.96988038271301e-09, 1.0621244506557044e-08, 1.1315164328718813e-08, 1.2054420148869543e-08, 1.2841973912536576e-08, 1.3680981078607616e-08, 1.4574803262176162e-08, 1.5527021703385067e-08, 1.6541451616232246e-08, 1.7622157474829843e-08, 1.87734692983635e-08, 2.0000000000000004e-08], [2.1033515667481966e-08, 1.6144453132728585e-07, 8.788641598146732e-07, 3.4856152519689177e-06, 1.0485365602321807e-05, 2.530880307659913e-05, 5.245954898027873e-05, 9.955697073578298e-05, 0.00018056478076734336, 0.00031886760634430736, 0.0005507887715957609, 0.0009304423214739879, 0.0015354820175730662, 0.002472463467328565, 0.003880001359360333, 0.005927195203534214, 0.008804229288812181, 0.012702165320499222, 0.01778023645380572, 0.024121744623112507, 0.031683851086549135, 0.04025132673846931, 0.049408122832509435, 0.05854140573989915, 0.06688872413898088, 0.07362976999724206, 0.07801136215418182, 0.07948157889701282, 0.07780127713543189, 0.0731026240587399, 0.06587588416269473, 0.05688466520923229, 0.04702988003264003, 0.037196634443013535, 0.028121090511900388, 0.020305484105676456, 0.013992888193292492, 0.009195607968636966, 0.005758439690943038, 0.003433670208838338, 0.0019481642541568326, 0.001050982023015003, 0.0005387195826360963, 0.00026219744318214293, 0.00012108716994255684, 5.3025257020930656e-05, 2.2003840668284794e-05, 8.647017977928679e-06, 3.2159727851224823e-06, 1.1312726698360475e-06]]"
-	0.12	0.041	0.67	131	0.112040816	0.10755102	0.117653061	6.38E-09	3.67E-09	9.93E-09	"[[10.25, 10.306122448979592, 10.362244897959183, 10.418367346938776, 10.474489795918366, 10.53061224489796, 10.58673469387755, 10.642857142857142, 10.698979591836734, 10.755102040816327, 10.811224489795917, 10.86734693877551, 10.923469387755102, 10.979591836734693, 11.035714285714285, 11.091836734693878, 11.14795918367347, 11.204081632653061, 11.260204081632653, 11.316326530612244, 11.372448979591837, 11.428571428571429, 11.48469387755102, 11.540816326530612, 11.596938775510205, 11.653061224489795, 11.709183673469388, 11.76530612244898, 11.821428571428571, 11.877551020408164, 11.933673469387756, 11.989795918367346, 12.045918367346939, 12.102040816326532, 12.158163265306122, 12.214285714285714, 12.270408163265307, 12.326530612244898, 12.38265306122449, 12.438775510204083, 12.494897959183673, 12.551020408163266, 12.607142857142858, 12.663265306122447, 12.71938775510204, 12.775510204081634, 12.831632653061225, 12.887755102040815, 12.943877551020408, 13.0], [2.6990659182866456e-06, 1.1372553180485201e-05, 4.158618354314019e-05, 0.00013320920244297283, 0.0003770615979722851, 0.0009509300756996617, 0.002153222525614069, 0.004409333755141454, 0.00822141836757442, 0.014046699519742934, 0.022123241773367497, 0.032300023758614245, 0.04394591279283112, 0.05599331504249512, 0.06712179367261205, 0.07602975148048287, 0.08170755063380168, 0.0836287480027894, 0.08181199380515274, 0.07675434067916967, 0.06927547923087361, 0.06032924397144447, 0.05083344142543953, 0.0415500327995168, 0.033025584077892384, 0.025584591277104277, 0.019359115501030456, 0.014336539174505102, 0.010410553434427724, 0.0074257859360817675, 0.005211602830245734, 0.003604435996639969, 0.002460229994158843, 0.0016595202180599853, 0.0011076843118820916, 0.0007324762771403096, 0.0004803696394288716, 0.0003126887587547213, 0.00020207740557950818, 0.0001295510234986761, 8.217957599374649e-05, 5.13285709362288e-05, 3.13386455646761e-05, 1.8538288014894917e-05, 1.0526380155383539e-05, 5.688383760746657e-06, 2.9051026326522507e-06, 1.3950336880660584e-06, 6.278465047625695e-07, 2.644008975596793e-07]]"	"[[2e-09, 2.1136440825652593e-09, 2.2337456538815586e-09, 2.3606716416413105e-09, 2.4948098231173857e-09, 2.636570009878871e-09, 2.7863852998247395e-09, 2.9447134003606926e-09, 3.1120380267615e-09, 3.2888703799912543e-09, 3.4757507084963202e-09, 3.673249958742627e-09, 3.881971519539717e-09, 4.102553065480995e-09, 4.3356685051319155e-09, 4.5820300399183175e-09, 4.842390340004804e-09, 5.117544843811143e-09, 5.408334188191887e-09, 5.715646776703582e-09, 6.0404214938063604e-09, 6.383650573291881e-09, 6.746382629701354e-09, 7.1297258619946585e-09, 7.53485143925875e-09, 7.962997078798758e-09, 8.415470827543717e-09, 8.89365505831917e-09, 9.399010693196448e-09, 9.93308166682109e-09, 1.0497499643356928e-08, 1.1093989001456144e-08, 1.1724372102485897e-08, 1.2390574858106235e-08, 1.3094632614209057e-08, 1.3838696369194482e-08, 1.4625039345582624e-08, 1.5456063935037367e-08, 1.633430903802102e-08, 1.7262457820502644e-08, 1.8243345911418894e-08, 1.9279970065930786e-08, 2.0375497320944964e-08, 2.153327467086976e-08, 2.2756839293168074e-08, 2.4049929354946633e-08, 2.5416495433597734e-08, 2.686071258638533e-08, 2.8386993105849703e-08, 3.000000000000001e-08], [2.8573185661299745e-05, 5.664468490493032e-05, 0.00010941087328033511, 0.0002060777081105589, 0.0003782192390586947, 0.000675659949875483, 0.001173558510702948, 0.001979727417128212, 0.00324023267834789, 0.0051401607304370775, 0.007895492082087294, 0.011731891189298663, 0.01684762995616406, 0.023361346791152964, 0.03125083057371862, 0.04029542155552363, 0.05003974161008873, 0.05979747500860031, 0.06870847200248252, 0.07585011068923331, 0.0803871615596316, 0.08172871726391255, 0.07965256294182531, 0.07436144344411015, 0.06645242620026612, 0.05680501748687347, 0.04641719504218579, 0.036232342769035995, 0.026999365917044788, 0.019194189852773273, 0.013009767477244909, 0.008401989536462156, 0.005167038108465737, 0.003024035048291888, 0.0016832972664716315, 0.0008906585502460665, 0.00044770243487430005, 0.00021367120362158094, 9.676071291369444e-05, 4.153122977162008e-05, 1.6847369705197923e-05, 6.408740213455535e-06, 2.24666941738154e-06, 7.047872704945785e-07, 1.9046706684445618e-07, 4.264341474498804e-08, 7.646876364155952e-09, 1.0701345789046057e-09, 1.1472012661420707e-10, 9.300926028341424e-12]]"
-	0.13	0.041	0.67	171	0.124285714	0.119285714	0.132857143	4.62E-09	2.53E-09	6.76E-09	"[[11.0, 11.071428571428571, 11.142857142857142, 11.214285714285714, 11.285714285714285, 11.357142857142858, 11.428571428571429, 11.5, 11.571428571428571, 11.642857142857142, 11.714285714285715, 11.785714285714285, 11.857142857142856, 11.928571428571429, 12.0, 12.071428571428571, 12.142857142857142, 12.214285714285714, 12.285714285714286, 12.357142857142858, 12.428571428571427, 12.5, 12.571428571428573, 12.642857142857142, 12.714285714285714, 12.785714285714286, 12.857142857142856, 12.928571428571429, 13.0, 13.07142857142857, 13.142857142857142, 13.214285714285715, 13.285714285714285, 13.357142857142856, 13.428571428571429, 13.499999999999998, 13.571428571428571, 13.642857142857142, 13.714285714285712, 13.785714285714285, 13.857142857142858, 13.928571428571429, 13.999999999999998, 14.071428571428571, 14.14285714285714, 14.214285714285712, 14.285714285714285, 14.357142857142858, 14.428571428571427, 14.499999999999998], [1.7429667022161862e-12, 1.7604594432001326e-10, 7.389781449100014e-09, 1.4352643853709357e-07, 1.4629387404074022e-06, 9.072498090219967e-06, 3.988231037213756e-05, 0.00013995842912279774, 0.000417823027231763, 0.001089320279627168, 0.0025128968077676936, 0.00518082253871574, 0.009632851566467019, 0.016288318759228333, 0.025242457486426156, 0.0361115235042137, 0.04800850516218969, 0.05968149116723488, 0.06977634897130687, 0.07713352945115234, 0.08102111117212293, 0.08124060295044364, 0.078095347993861, 0.0722567824247883, 0.0645853810356927, 0.05595997432178483, 0.047150521813481075, 0.03874707294992733, 0.031139998398136196, 0.024537014747824326, 0.019000384185529354, 0.014490312942963256, 0.010905186240720607, 0.008113834274387732, 0.005978490247206125, 0.004369228232998128, 0.003171654239313243, 0.0022898292319034194, 0.0016461760873198194, 0.0011797225782431, 0.0008436184487654155, 0.000602514513479544, 0.0004301303871856771, 0.0003071606332756752, 0.00021956019021544582, 0.00015718984066521581, 0.00011277451304655722, 8.111859628769137e-05, 5.852436870690358e-05, 4.2366447828999924e-05]]"	"[[9.000000000000007e-10, 9.504075410504838e-10, 1.003638326761803e-09, 1.059850482490785e-09, 1.1192109899391457e-09, 1.181896183183045e-09, 1.248092272484383e-09, 1.3179958974399911e-09, 1.391814711111735e-09, 1.4697679968728807e-09, 1.5520873198029369e-09, 1.63901721456616e-09, 1.730815911816922e-09, 1.8277561052899676e-09, 1.9301257618540434e-09, 2.038228976935435e-09, 2.1523868778522677e-09, 2.2729385777432227e-09, 2.400242182924132e-09, 2.5346758566650654e-09, 2.6766389425478575e-09, 2.8265531507409604e-09, 2.9848638107157906e-09, 3.1520411941255086e-09, 3.3285819117762816e-09, 3.5150103888404435e-09, 3.711880422694165e-09, 3.919776828006861e-09, 4.139317173969626e-09, 4.371153618822768e-09, 4.61597484713252e-09, 4.8745081155711996e-09, 5.147521413278498e-09, 5.435825743220806e-09, 5.740277531325978e-09, 6.061781170549845e-09, 6.401291707431526e-09, 6.7598176791187176e-09, 7.138424109289754e-09, 7.538235671872845e-09, 7.960440031959641e-09, 8.406291373838436e-09, 8.877114126626271e-09, 9.374306898568202e-09, 9.89934663168972e-09, 1.0453792989145123e-08, 1.1039292988293528e-08, 1.1657585893266523e-08, 1.2310508381560237e-08, 1.3000000000000006e-08], [1.0453135429775753e-11, 1.727834964185259e-10, 2.15407789694514e-09, 2.0342914194683182e-08, 1.4641284544520342e-07, 8.099562775678461e-07, 3.4862339443543106e-06, 1.18812913747452e-05, 3.2863779867756806e-05, 7.627431946155299e-05, 0.00015472381170356255, 0.0002862746591373348, 0.0005006107661209062, 0.000845855678390066, 0.0013940273809345833, 0.0022456921285913542, 0.0035338304168105188, 0.005424495167020125, 0.008110488993361762, 0.011794330231680025, 0.016657852672159103, 0.022818266878001824, 0.030274720236247787, 0.038854813238888286, 0.04817561779882857, 0.05763616077742952, 0.06645568711518714, 0.073763044699754, 0.07872831822113854, 0.08071227825176186, 0.07939814711351753, 0.07486915405341844, 0.06760680244443323, 0.05840617250147894, 0.048228773157522914, 0.03803143544480125, 0.028614705913070377, 0.020524732732647384, 0.014023260446475427, 0.009119160867344241, 0.005639690694440889, 0.003314506938226776, 0.0018497909360638686, 0.0009796049645390786, 0.0004919215017958232, 0.00023407551851404218, 0.0001054719686337693, 4.497289375597384e-05, 1.8134903471081063e-05, 6.911208701825681e-06]]"
-	0.14	0.041	0.67	272	0.129285714	0.12377551	0.136632653	6.47E-09	3.86E-09	9.43E-09	"[[11.0, 11.091836734693878, 11.183673469387754, 11.275510204081634, 11.36734693877551, 11.459183673469388, 11.551020408163264, 11.642857142857142, 11.73469387755102, 11.826530612244898, 11.918367346938776, 12.010204081632653, 12.102040816326532, 12.193877551020408, 12.285714285714286, 12.377551020408163, 12.46938775510204, 12.561224489795919, 12.653061224489795, 12.744897959183673, 12.836734693877549, 12.928571428571429, 13.020408163265307, 13.112244897959183, 13.204081632653061, 13.295918367346937, 13.387755102040815, 13.479591836734695, 13.571428571428571, 13.66326530612245, 13.755102040816325, 13.846938775510203, 13.938775510204081, 14.030612244897958, 14.122448979591837, 14.214285714285712, 14.306122448979592, 14.39795918367347, 14.489795918367346, 14.581632653061224, 14.6734693877551, 14.76530612244898, 14.857142857142858, 14.948979591836734, 15.040816326530612, 15.132653061224488, 15.224489795918366, 15.316326530612246, 15.408163265306124, 15.5], [4.11227892955754e-34, 6.943843098873275e-28, 1.127164579620901e-22, 2.221075027972944e-18, 6.6405105794322925e-15, 3.7650540254798196e-12, 5.149776861079856e-10, 2.2528265951433206e-08, 4.3522562121421284e-07, 4.929619366599391e-06, 3.829254578131057e-05, 0.0002174518664215613, 0.0009359703293278679, 0.0031470340956689727, 0.008492671570226235, 0.018849995075492204, 0.03517948396973168, 0.056315747549236815, 0.07872888512752807, 0.09768627130629459, 0.10915919551120397, 0.11130431282328476, 0.10478758396190205, 0.09205597321831119, 0.07618363042434877, 0.05990059344766089, 0.04508806306144992, 0.03271144498112103, 0.023012884016655705, 0.015783749311557918, 0.010604462420427833, 0.007008745695183458, 0.004573875092193461, 0.002956966022639959, 0.0018992311218227356, 0.001214991844429276, 0.0007758652109662307, 0.0004954967819870091, 0.00031698359197896727, 0.00020339253163708727, 0.0001310103851802323, 8.472710417112013e-05, 5.4967984207037115e-05, 3.569466737369781e-05, 2.311573381522449e-05, 1.4856606199931837e-05, 9.425291741114235e-06, 5.871715120107209e-06, 3.576026943999537e-06, 2.1220867729537373e-06]]"	"[[2e-09, 2.0962262683093752e-09, 2.1970822839751147e-09, 2.3027907986528966e-09, 2.413585281278653e-09, 2.529710433710592e-09, 2.651422731180222e-09, 2.7789909887462723e-09, 2.9126969550024893e-09, 3.0528359343504735e-09, 3.199717439212115e-09, 3.3536658736220205e-09, 3.515021249709579e-09, 3.6841399386534333e-09, 3.861395457766507e-09, 4.047179295450311e-09, 4.2419017758403855e-09, 4.445992965052383e-09, 4.659903621030744e-09, 4.88410618909731e-09, 5.119095845399067e-09, 5.365391590559455e-09, 5.623537395948451e-09, 5.8941034051036204e-09, 6.177687192954971e-09, 6.474915085635281e-09, 6.786443543790661e-09, 7.112960612446244e-09, 7.455187440629877e-09, 7.813879874109243e-09, 8.189830124760839e-09, 8.583868520257558e-09, 8.996865337938908e-09, 9.429732726914781e-09, 9.883426722647678e-09, 1.0358949358462426e-08, 1.085735087864772e-08, 1.1379732058036587e-08, 1.1927246633189274e-08, 1.2501103850547954e-08, 1.310257113719102e-08, 1.3732976900086e-08, 1.439371346002303e-08, 1.5086240126709247e-08, 1.5812086421815407e-08, 1.6572855457093686e-08, 1.7370227475027044e-08, 1.8205963559830458e-08, 1.908190952699989e-08, 2.0000000000000004e-08], [1.10165698827847e-05, 2.068629817895661e-05, 3.724652745121969e-05, 6.538785696222734e-05, 0.0001128858752936576, 0.00019220145254253909, 0.00032273538695293025, 0.0005338847064230738, 0.0008689036711875559, 0.0013893417577781374, 0.002179476746364487, 0.0033496595051034674, 0.005036886787614338, 0.007400368770483344, 0.010609618826048607, 0.014823010102824587, 0.0201561600933661, 0.026642094116931227, 0.03418869154374191, 0.04254266684250337, 0.05127195216122751, 0.05977822883433329, 0.06734723847124308, 0.07323623416023367, 0.07678704596872453, 0.07754294263517301, 0.0753417748024901, 0.07035998537967077, 0.06309269944291664, 0.054271653071566985, 0.04473984385557707, 0.035313429517850936, 0.026663390052799045, 0.019241378280638377, 0.013259487386118466, 0.008718069625802956, 0.005464607311487079, 0.003262819680136367, 0.0018543059791176915, 0.0010022837786647335, 0.0005148676130712948, 0.00025117604263287464, 0.00011628620800752083, 5.1055474836513586e-05, 2.124341159438004e-05, 8.371138296349629e-06, 3.1220515967488774e-06, 1.1013219668376768e-06, 3.672287616624597e-07, 1.1567582925281718e-07]]"
