mCA	N_single_mCA	s	lower_95_s	upper_95_s	s_probs_list	mu	lower_95_mu	upper_95_mu	mu_probs_list
14q32.33_0-3MB	21	0.14	0.131428571	0.482857143	"[[8.0, 8.857142857142858, 9.714285714285714, 10.571428571428571, 11.428571428571429, 12.285714285714286, 13.142857142857146, 14.000000000000002, 14.857142857142858, 15.714285714285714, 16.57142857142857, 17.42857142857143, 18.28571428571429, 19.142857142857146, 20.0, 20.857142857142858, 21.714285714285715, 22.57142857142857, 23.42857142857143, 24.28571428571429, 25.142857142857146, 26.0, 26.857142857142858, 27.714285714285715, 28.571428571428577, 29.42857142857143, 30.28571428571429, 31.142857142857146, 32.0, 32.857142857142854, 33.71428571428572, 34.57142857142858, 35.42857142857143, 36.285714285714285, 37.142857142857146, 38.0, 38.85714285714286, 39.714285714285715, 40.57142857142858, 41.42857142857143, 42.285714285714285, 43.142857142857146, 44.00000000000001, 44.85714285714286, 45.714285714285715, 46.57142857142858, 47.42857142857143, 48.285714285714285, 49.142857142857146, 50.0], [0.0, 0.0, 3.059889768569135e-138, 1.1929951304566372e-18, 0.00011841681017833676, 0.013983543324228171, 0.05291044980827558, 0.062433249805634805, 0.05326041716723487, 0.04330662717905646, 0.0361582878689247, 0.03134029312404608, 0.028054603079755356, 0.02574960415123297, 0.024076115453596468, 0.02280576739976872, 0.021788646371569076, 0.020934743075643983, 0.02019963599832368, 0.019567492065457045, 0.019034439606068203, 0.018597261957819036, 0.01824881043786466, 0.017978086772591786, 0.017772178002849828, 0.01761820165402982, 0.01750457019339514, 0.017421556159526667, 0.01736137263339021, 0.01731799121999281, 0.01728685519684996, 0.017264579217747225, 0.017248679580997395, 0.017237350722223224, 0.017229288838436385, 0.017223557064593498, 0.017219484619391552, 0.017216592492409553, 0.017214539271350332, 0.017213081953139628, 0.017212047750963112, 0.017211313892963723, 0.017210793189144338, 0.01721042374102663, 0.017210161616033885, 0.017209975638088158, 0.017209843685954438, 0.017209750064382637, 0.017209683637845977, 0.017209636506003923]]"	1.29E-09	1.25E-10	2.50E-09	"[[2.0000000000000002e-11, 2.362424374982463e-11, 2.7905244637556286e-11, 3.2962015060805816e-11, 3.8935133914093344e-11, 4.599065470093023e-11, 5.432472184343945e-11, 6.41690235235418e-11, 7.579723264541908e-11, 8.953261497887725e-11, 1.0575701599100934e-10, 1.2492147620128527e-10, 1.4755877016835398e-10, 1.7429821769407725e-10, 2.05883178998243e-10, 2.431917202321633e-10, 2.872610238351892e-10, 3.3931622234533315e-10, 4.00804457247792e-10, 4.734351097019001e-10, 5.592273215661325e-10, 6.605661278119909e-10, 7.802687608154141e-10, 9.216629697938476e-10, 1.0886795326798555e-09, 1.2859615322736982e-09, 1.5189934345665907e-09, 1.7942535576292212e-09, 2.119394169721128e-09, 2.5034542233724553e-09, 2.9571106394739395e-09, 3.492975127106606e-09, 4.125944790742055e-09, 4.873616271740454e-09, 5.756774937335402e-09, 6.7999727166246454e-09, 8.032210647484855e-09, 9.487745109305946e-09, 1.1207040154922508e-08, 1.3237892416698083e-08, 1.5636759859301494e-08, 1.8470331318680558e-08, 2.181738046062646e-08, 2.577095569922498e-08, 3.044096695522109e-08, 3.5957241166524986e-08, 4.2473131494460735e-08, 5.016978056217458e-08, 5.926115624380116e-08, 7.000000000000002e-08], [1.230727638961202e-34, 1.7192286588518786e-29, 8.856896593192637e-25, 1.683012095277822e-20, 1.179937166629964e-16, 3.053125130178106e-13, 2.917120732681957e-10, 1.02991064685014e-07, 1.3451414632424483e-05, 0.0006511510348927734, 0.011723689872984572, 0.07909036592628423, 0.20364645017115798, 0.21190461442057001, 0.10989412293779964, 0.05163080414999849, 0.035494828927663355, 0.02959253364194716, 0.026213950993219638, 0.02422054994628342, 0.022625248409268866, 0.020738310346469738, 0.02309172138762925, 0.017485406575796038, 0.015473404772918205, 0.024493108184048592, 0.018976630651896514, 0.006471629997712886, 0.007737040468680691, 0.01889779687496434, 0.018349109241080838, 0.006572436343528536, 0.0008920059129684124, 0.000445421788767938, 0.0024182564151357454, 0.005339604788706391, 0.004345201598389686, 0.0013027778164527068, 0.00014390969534713153, 5.859955273115339e-06, 2.3668082292584964e-07, 2.6845606365363963e-06, 1.7831019483978615e-05, 4.36432199486732e-05, 3.93565139834284e-05, 1.3076022734048634e-05, 1.6006409178165631e-06, 7.218905671456039e-08, 1.1995214643716087e-09, 7.343514475696486e-12]]"
14q32.33_30-100MB	19	0.114285714	0.105102041	0.297959184	"[[5.0, 5.918367346938775, 6.836734693877551, 7.755102040816328, 8.673469387755103, 9.591836734693878, 10.510204081632654, 11.428571428571429, 12.346938775510205, 13.26530612244898, 14.183673469387756, 15.10204081632653, 16.02040816326531, 16.938775510204085, 17.85714285714286, 18.775510204081634, 19.69387755102041, 20.612244897959187, 21.530612244897963, 22.44897959183674, 23.367346938775512, 24.28571428571429, 25.204081632653065, 26.122448979591837, 27.040816326530614, 27.95918367346939, 28.877551020408166, 29.795918367346943, 30.714285714285715, 31.63265306122449, 32.55102040816327, 33.46938775510204, 34.38775510204082, 35.30612244897959, 36.224489795918366, 37.142857142857146, 38.06122448979592, 38.9795918367347, 39.89795918367347, 40.816326530612244, 41.734693877551024, 42.6530612244898, 43.57142857142857, 44.48979591836735, 45.40816326530612, 46.326530612244895, 47.244897959183675, 48.16326530612245, 49.08163265306123, 50.0], [0.0, 0.0, 6.337363047923601e-164, 7.093972642295547e-41, 3.834578446362861e-10, 0.0013916147585526907, 0.15927223983115188, 0.3823671338997957, 0.23394888812807677, 0.0963477604270644, 0.03935992400825667, 0.018390529319224747, 0.010079358090597726, 0.006337661327356781, 0.004427004727915388, 0.0033421749231865856, 0.0026729645618390925, 0.002233544723643003, 0.0019315471822249342, 0.0017173509855372916, 0.0015624798055120868, 0.001449521116901621, 0.0013670787727332837, 0.001307180997500658, 0.0012639689341671398, 0.0012330324873791217, 0.0012110424934962509, 0.0011955078047998272, 0.0011845886173852131, 0.0011769441477842248, 0.0011716087144870325, 0.0011678935151082823, 0.001165311002946872, 0.0011635181269068198, 0.001162274591816983, 0.0011614126456493878, 0.0011608154707292723, 0.001160401866670836, 0.001160115465137648, 0.001159917172767658, 0.001159779895007766, 0.0011596848620237699, 0.0011596190750367062, 0.0011595735337944588, 0.0011595420074100068, 0.0011595201825642168, 0.0011595050734882117, 0.0011594946133988357, 0.0011594873716396525, 0.0011594823578748416]]"	4.41E-10	4.79E-11	8.47E-10	"[[1e-11, 1.1394544381136198e-11, 1.2983564165368252e-11, 1.4794179810761872e-11, 1.6857293843623527e-11, 1.9208118284702232e-11, 2.1886775627315327e-11, 2.4938983624541558e-11, 2.841683557302677e-11, 3.2379689410830344e-11, 3.6895180803911214e-11, 4.204037751202124e-11, 4.7903094736044625e-11, 5.458339389636323e-11, 6.219529042251495e-11, 7.086869970170047e-11, 8.075165439844396e-11, 9.201283098932419e-11, 1.0484442863418387e-10, 1.1946544951870798e-10, 1.3612543665533043e-10, 1.551087329370707e-10, 1.767393341353254e-10, 2.0138641866974335e-10, 2.2947064852904662e-10, 2.6147134888323275e-10, 2.9793468892455424e-10, 3.394830035630855e-10, 3.868254150740996e-10, 4.407699359813259e-10, 5.022372597409779e-10, 5.722764745978825e-10, 6.520829688085735e-10, 7.430188328272342e-10, 8.466361066669938e-10, 9.647032692089462e-10, 1.099235421562852e-09, 1.2525286796314874e-09, 1.4271993628706909e-09, 1.6262286480959459e-09, 1.8530134504604377e-09, 2.111424400011378e-09, 2.4058719033343517e-09, 2.741381417787189e-09, 3.123679223059833e-09, 3.5592901539588302e-09, 4.055648962462499e-09, 4.621227209708811e-09, 5.265677853634124e-09, 6.000000000000003e-09], [3.693701335684328e-21, 3.693367358538045e-18, 2.0017265706055013e-15, 5.8818737176469e-13, 9.373501073210628e-11, 8.10532108531235e-09, 3.8056216183586955e-07, 9.71268566611943e-06, 0.00013498545306984603, 0.001024820352998214, 0.004276880349796757, 0.00994757405755087, 0.013355448455112598, 0.011433928790137843, 0.00809615951308616, 0.006876254212271303, 0.007527983365156891, 0.00924404563761035, 0.011922896263271731, 0.015764220818421985, 0.020890369204895107, 0.028499289312181247, 0.037006151380133065, 0.04522029109169591, 0.0627610370918993, 0.07788471623058471, 0.07094616235194554, 0.0756361754462344, 0.11032342985939818, 0.11603285322769866, 0.07063141554274775, 0.033250702273744936, 0.03574518299325554, 0.04950239714511307, 0.0409961098861168, 0.01850338959428161, 0.0045420383750561155, 0.0006998718184715205, 0.0003267790881405646, 0.00043227552989100914, 0.00035367210790294393, 0.00015724166116347067, 3.785398835532635e-05, 4.933932506053479e-06, 3.4819072282464086e-07, 1.3329682360639857e-08, 3.519694684124075e-10, 1.2489571884040072e-10, 1.0467532271377629e-10, 4.868280552379622e-11]]"
22q11.22_0-3MB	20	0.14	0.131428571	0.482857143	"[[8.0, 8.857142857142858, 9.714285714285714, 10.571428571428571, 11.428571428571429, 12.285714285714286, 13.142857142857146, 14.000000000000002, 14.857142857142858, 15.714285714285714, 16.57142857142857, 17.42857142857143, 18.28571428571429, 19.142857142857146, 20.0, 20.857142857142858, 21.714285714285715, 22.57142857142857, 23.42857142857143, 24.28571428571429, 25.142857142857146, 26.0, 26.857142857142858, 27.714285714285715, 28.571428571428577, 29.42857142857143, 30.28571428571429, 31.142857142857146, 32.0, 32.857142857142854, 33.71428571428572, 34.57142857142858, 35.42857142857143, 36.285714285714285, 37.142857142857146, 38.0, 38.85714285714286, 39.714285714285715, 40.57142857142858, 41.42857142857143, 42.285714285714285, 43.142857142857146, 44.00000000000001, 44.85714285714286, 45.714285714285715, 46.57142857142858, 47.42857142857143, 48.285714285714285, 49.142857142857146, 50.0], [0.0, 0.0, 2.3606669624137316e-158, 4.317319109344255e-23, 0.0002598928633413364, 0.008078270060989153, 0.02382639594859126, 0.031014494305355206, 0.031318039139985016, 0.029671425786741097, 0.027942535753884754, 0.026535192554165067, 0.025453198623964293, 0.024629611293125877, 0.023998131124825933, 0.023501335462943872, 0.023092437119780235, 0.022738909142099886, 0.022423910015025025, 0.022142964283163896, 0.021897747895484168, 0.021690522355855814, 0.021521240303035323, 0.02138713456760293, 0.02128359372311022, 0.021205283091473962, 0.021146999696444495, 0.02110415305927123, 0.021072947122730532, 0.02105037781724021, 0.02103413973511511, 0.021022501847301665, 0.021014184629366058, 0.02100825296623008, 0.021004029055340902, 0.02100102453897002, 0.02099888908624997, 0.0209973721778309, 0.02099629508075168, 0.02099553049013659, 0.02099498784008987, 0.020994602756477784, 0.020994329510164354, 0.020994135630724102, 0.020993998069092027, 0.02099390046726761, 0.020993831217493323, 0.020993782083531087, 0.020993747221693275, 0.020993722485942452]]"	1.88E-09	1.33E-10	3.09E-09	"[[3.000000000000001e-11, 3.540109857145198e-11, 4.177459266885529e-11, 4.9295549095080026e-11, 5.817055308829259e-11, 6.86433827944839e-11, 8.100170535284781e-11, 9.558497852172911e-11, 1.1279377488659504e-10, 1.331007847668838e-10, 1.570638000490022e-10, 1.8534103558471827e-10, 2.1870920900231904e-10, 2.580848755458462e-10, 3.045496039666471e-10, 3.593796849973311e-10, 4.2408118843892916e-10, 5.004313318075008e-10, 5.905272968520107e-10, 6.968438348330369e-10, 8.223012428610977e-10, 9.70345578465102e-10, 1.1450433157205219e-09, 1.3511930429468128e-09, 1.5944572700806749e-09, 1.8815179662031394e-09, 2.220260099517172e-09, 2.619988221242305e-09, 3.0916820425413853e-09, 3.6482980246531844e-09, 4.305125266292696e-09, 5.08020546381587e-09, 5.9948284795924815e-09, 7.074117130833365e-09, 8.347717261820963e-09, 9.850612054411167e-09, 1.1624082944244732e-08, 1.371684353706471e-08, 1.6186377671493688e-08, 1.9100518382109905e-08, 2.2539311133696766e-08, 2.6597212505887464e-08, 3.1385684721559236e-08, 3.7036257285347666e-08, 4.370413982920829e-08, 5.157248540247742e-08, 6.085742131026223e-08, 7.181398568696582e-08, 8.474313287043724e-08, 1e-07], [3.020958434207489e-24, 2.1779732914135482e-20, 6.908613068239812e-17, 9.644181580147085e-14, 5.92679927704278e-11, 1.6042016125650903e-08, 1.9137337922752435e-06, 0.00010072890352254807, 0.0023434291317824428, 0.024175833639680795, 0.11132837675477913, 0.2324260302723993, 0.22988766927905024, 0.12443266948726667, 0.055669259619044294, 0.03330375535318786, 0.02522764423100806, 0.020665572095576134, 0.017571377899227726, 0.015480682044393014, 0.013089343260123208, 0.012641348987344652, 0.011717126768276754, 0.007850757637971526, 0.008762192954551813, 0.011346727799086638, 0.0074357713413477685, 0.002701513395954344, 0.0033813754922347432, 0.007539563179742913, 0.008001696932114756, 0.0037394413098307, 0.0007723649855448883, 0.0001454151245241457, 0.0005868585710067752, 0.0019706105917369917, 0.0029216475075134196, 0.0019037333763653797, 0.0005451616891590274, 6.860971409624267e-05, 3.798133583013479e-06, 2.2697112366816026e-07, 2.3777082965570687e-06, 1.842621300886346e-05, 6.278187036142411e-05, 9.40098511784097e-05, 6.186618338789433e-05, 1.789262780585767e-05, 2.2742372858249417e-06, 1.2703935113058565e-07]]"
22q11.22_10-30MB	9	0.114285714	0.095918367	0.481632653	"[[5.0, 5.918367346938775, 6.836734693877551, 7.755102040816328, 8.673469387755103, 9.591836734693878, 10.510204081632654, 11.428571428571429, 12.346938775510205, 13.26530612244898, 14.183673469387756, 15.10204081632653, 16.02040816326531, 16.938775510204085, 17.85714285714286, 18.775510204081634, 19.69387755102041, 20.612244897959187, 21.530612244897963, 22.44897959183674, 23.367346938775512, 24.28571428571429, 25.204081632653065, 26.122448979591837, 27.040816326530614, 27.95918367346939, 28.877551020408166, 29.795918367346943, 30.714285714285715, 31.63265306122449, 32.55102040816327, 33.46938775510204, 34.38775510204082, 35.30612244897959, 36.224489795918366, 37.142857142857146, 38.06122448979592, 38.9795918367347, 39.89795918367347, 40.816326530612244, 41.734693877551024, 42.6530612244898, 43.57142857142857, 44.48979591836735, 45.40816326530612, 46.326530612244895, 47.244897959183675, 48.16326530612245, 49.08163265306123, 50.0], [0.0, 5.682436296538519e-239, 2.4248123043895503e-66, 6.208469505415103e-13, 0.0008907940247009454, 0.03322639489830219, 0.09051519719884107, 0.09599421308336774, 0.074786780095049, 0.05442674323341, 0.04057705502027141, 0.03194083650117302, 0.026560960059736266, 0.023088056132089276, 0.020736028947999346, 0.019067566188412568, 0.017838377280318018, 0.01690740689297301, 0.016189388301288268, 0.0156304011469177, 0.015194781475675006, 0.014857500604831696, 0.014599515862468038, 0.01440517024654207, 0.01426106724212933, 0.014155776312324937, 0.01407980940059653, 0.014025561772081852, 0.01398713697007469, 0.013960088809034321, 0.013941137970746977, 0.013927906434249767, 0.013918691601983562, 0.01391228593200108, 0.01390783892009402, 0.013904754557289596, 0.0139026167045244, 0.013901135573589664, 0.013900109742588172, 0.013899399396276484, 0.013898907573748743, 0.013898567076847662, 0.013898331354926585, 0.013898168170195305, 0.013898055201274115, 0.01389797699473969, 0.013897922852696067, 0.01389788536959498, 0.013897859419046464, 0.013897841452357743]]"	2.82E-10	1.73E-11	1.14E-09	"[[5e-12, 5.838993118688253e-12, 6.818768128017784e-12, 7.962948035485326e-12, 9.299119756734194e-12, 1.085949925388579e-11, 1.2681708283167922e-11, 1.4809681479725867e-11, 1.7294725650016843e-11, 2.019675681201e-11, 2.3585744809029302e-11, 2.7543400327811862e-11, 3.2165144995873984e-11, 3.756241205850362e-11, 4.386533310618707e-11, 5.122587563119887e-11, 5.982150706187036e-11, 6.985947361676436e-11, 8.158179714469414e-11, 9.527111042761843e-11, 1.1125747163933055e-10, 1.2992632226094094e-10, 1.5172778032362132e-10, 1.7718749304469433e-10, 2.0691931052111861e-10, 2.4164008605130595e-10, 2.821869599305637e-10, 3.2953754344362396e-10, 3.848334897033504e-10, 4.4940801964372997e-10, 5.248180668366131e-10, 6.128818161644513e-10, 7.157225414306781e-10, 8.358197988607631e-10, 9.760692108022793e-10, 1.1398522810475967e-09, 1.3311179250716053e-09, 1.5544776809311446e-09, 1.8153168964222856e-09, 2.1199245732896486e-09, 2.475644999115289e-09, 2.891054822829832e-09, 3.3761698432507756e-09, 3.942686496452816e-09, 4.604263864386638e-09, 5.3768530041557134e-09, 6.279081538292695e-09, 7.332702778754731e-09, 8.563120213307022e-09, 1e-08], [5.792667791335951e-11, 2.7313344860693555e-09, 8.774602649836815e-08, 1.9211821708559393e-06, 2.8680137286339296e-05, 0.0002920973872046155, 0.002031415349882818, 0.009660637590831493, 0.031489251101904175, 0.07064302213857315, 0.10995084158608405, 0.12074535801401276, 0.0972303987373985, 0.0627779256999939, 0.038696368222655916, 0.027597506246581485, 0.0235647165266932, 0.022241179433664507, 0.021970053889336653, 0.022216024959718007, 0.022652604760764295, 0.023332705928721942, 0.02427413764137383, 0.02441895256346938, 0.023982717838163966, 0.025164376341062007, 0.02654130367010954, 0.02394266273873884, 0.019192459789172334, 0.018559030940779406, 0.021990416242664894, 0.022438437818467633, 0.016552479872028326, 0.008948089187714609, 0.0051004388498159395, 0.0057262425762345925, 0.007801973817712558, 0.00797046886358076, 0.0056011900689536265, 0.0026819302126476147, 0.0008772733594244308, 0.00021164749374466682, 8.875161925290157e-05, 0.00013709813568647943, 0.00020572974121339067, 0.00021433835776693745, 0.00015209091085543826, 7.343830013669119e-05, 2.412906145210489e-05, 5.39455901082269e-06]]"
ASXL1_0-3MB	6	0.148571429	0.131428571	0.482857143	"[[8.0, 8.857142857142858, 9.714285714285714, 10.571428571428571, 11.428571428571429, 12.285714285714286, 13.142857142857146, 14.000000000000002, 14.857142857142858, 15.714285714285714, 16.57142857142857, 17.42857142857143, 18.28571428571429, 19.142857142857146, 20.0, 20.857142857142858, 21.714285714285715, 22.57142857142857, 23.42857142857143, 24.28571428571429, 25.142857142857146, 26.0, 26.857142857142858, 27.714285714285715, 28.571428571428577, 29.42857142857143, 30.28571428571429, 31.142857142857146, 32.0, 32.857142857142854, 33.71428571428572, 34.57142857142858, 35.42857142857143, 36.285714285714285, 37.142857142857146, 38.0, 38.85714285714286, 39.714285714285715, 40.57142857142858, 41.42857142857143, 42.285714285714285, 43.142857142857146, 44.00000000000001, 44.85714285714286, 45.714285714285715, 46.57142857142858, 47.42857142857143, 48.285714285714285, 49.142857142857146, 50.0], [0.0, 7.685575093246223e-139, 1.939703040907502e-38, 1.1922663789399868e-08, 0.0010711800473122706, 0.010482217403155475, 0.022121195269841392, 0.026977773080560253, 0.02754720654060019, 0.026795280628018198, 0.02586613714567732, 0.02505953910079826, 0.02441502875255505, 0.02390950024561456, 0.02351020831184399, 0.023186747564202838, 0.022914717381332293, 0.02267779052618297, 0.022467841056156998, 0.022282780694827656, 0.02212325064343981, 0.02198983824521119, 0.02188171620825318, 0.02179655436652207, 0.02173107304322644, 0.021681693740599042, 0.02164502077512314, 0.021618102521283936, 0.021598519701327566, 0.021584368517916452, 0.021574193397216557, 0.021566904224873222, 0.0215616966868865, 0.021557983735967214, 0.021555340266772447, 0.021553460205090986, 0.021552124097664768, 0.0215511750751113, 0.021550501250882943, 0.021550022949175334, 0.021549683496755116, 0.021549442615038564, 0.021549271693991207, 0.02154915042006972, 0.021549064374425952, 0.021549003324309483, 0.021548960008671257, 0.021548929275560076, 0.021548907469669237, 0.021548891997621777]]"	1.85E-10	1.97E-11	4.10E-10	"[[4.000000000000001e-12, 4.69251539154813e-12, 5.5049251749790015e-12, 6.4579865282274354e-12, 7.576050295529397e-12, 8.887683154728612e-12, 1.0426397499691716e-11, 1.2231507686425577e-11, 1.4349134520097759e-11, 1.6833383647738328e-11, 1.9747727964711674e-11, 2.3166629355628638e-11, 2.7177441205394526e-11, 3.188264028980191e-11, 3.740244507077199e-11, 4.387788729403257e-11, 5.147441536896548e-11, 6.038612159745278e-11, 7.084070125798601e-11, 8.310527025029057e-11, 9.749318994206344e-11, 1.1437207359356448e-10, 1.3417317892526862e-10, 1.5740242680994102e-10, 1.8465332761816827e-10, 2.1662214548720844e-10, 2.541256879622249e-10, 2.9812217553762435e-10, 3.4973572431802883e-10, 4.102850673341442e-10, 4.813172483469581e-10, 5.646471490214213e-10, 6.624038593941973e-10, 7.770850764070352e-10, 9.116209203955916e-10, 1.0694488000533921e-09, 1.2546012386808048e-09, 1.4718089056912563e-09, 1.72662148584345e-09, 2.0255494744245223e-09, 2.376230521269814e-09, 2.787624573731259e-09, 3.2702428045229183e-09, 3.836416173580828e-09, 4.500610485728035e-09, 5.2797959939104265e-09, 6.193880991414707e-09, 7.266220471407695e-09, 8.524212850115643e-09, 1e-08], [3.4102768540019294e-12, 1.0177834549554057e-10, 2.355571918959876e-09, 4.2282723753834054e-08, 5.887336105235439e-07, 6.3598359240105015e-06, 5.331527947726379e-05, 0.0003469608224501921, 0.0017536014718933528, 0.006887874044488787, 0.021045435753371717, 0.05009371800633919, 0.09310584922139971, 0.13566020502302592, 0.15605121931424787, 0.14361022191281542, 0.10852215820989863, 0.07084425397701984, 0.043620554173898096, 0.028247923178698127, 0.020502823363282498, 0.016420254533135233, 0.013894547485788314, 0.012068712099265133, 0.010644554474562124, 0.00950850342038899, 0.008495595478397905, 0.007445249547847822, 0.00647852264823706, 0.005860935251315952, 0.005474118956780594, 0.004834051497826332, 0.003771731943722921, 0.0027238113208909276, 0.0021957858942569454, 0.0021769132732748393, 0.0022105303007838415, 0.00191706172670439, 0.0013251946060931431, 0.0007240892065145407, 0.00033475153828612964, 0.00018152480987997097, 0.0001736902772957975, 0.000207744663115676, 0.00021433916920321383, 0.0001742618537379765, 0.00011005979170215087, 5.388666336683101e-05, 2.0448762204983558e-05, 6.0217400951643716e-06]]"
ASXL1_10-30MB	111	0.137346939	0.132244898	0.14755102	"[[12.0, 12.10204081632653, 12.204081632653061, 12.306122448979592, 12.408163265306122, 12.510204081632653, 12.612244897959183, 12.714285714285714, 12.816326530612246, 12.918367346938775, 13.020408163265307, 13.122448979591836, 13.224489795918368, 13.326530612244897, 13.428571428571429, 13.530612244897961, 13.63265306122449, 13.734693877551022, 13.83673469387755, 13.938775510204081, 14.040816326530612, 14.142857142857142, 14.244897959183673, 14.346938775510203, 14.448979591836736, 14.551020408163264, 14.653061224489797, 14.755102040816325, 14.857142857142858, 14.95918367346939, 15.061224489795919, 15.163265306122451, 15.26530612244898, 15.367346938775512, 15.469387755102042, 15.571428571428573, 15.673469387755102, 15.775510204081634, 15.877551020408164, 15.979591836734693, 16.081632653061227, 16.183673469387756, 16.28571428571429, 16.387755102040817, 16.48979591836735, 16.591836734693878, 16.693877551020407, 16.79591836734694, 16.89795918367347, 17.0], [4.9118703831558585e-14, 1.2438740840273915e-11, 7.595062139395518e-10, 2.0437966067964947e-08, 3.3652011035225853e-07, 3.727304229910644e-06, 2.906122417049952e-05, 0.00016581264483737834, 0.0007169054125439505, 0.0024237476363815264, 0.006591220540262302, 0.014788697574624041, 0.028008559396940583, 0.045702879692753905, 0.06544298914471647, 0.08359696941781154, 0.0966744747364371, 0.1025485757368267, 0.1009551573347231, 0.09320397823198369, 0.08144590532969935, 0.06792038280637092, 0.054448370465746146, 0.04222923599943332, 0.031867223091959655, 0.023514757503265697, 0.017041164516019072, 0.012175320797917723, 0.008604626581864977, 0.006032723994675284, 0.004206453710676987, 0.0029233598041186813, 0.0020287193030637017, 0.0014080827911002376, 0.0009787924042121755, 0.0006821936304427159, 0.00047719702711714973, 0.0003352808548820628, 0.00023677020666205067, 0.00016814539856697434, 0.00012013439488461744, 8.638044714078189e-05, 6.252093226408494e-05, 4.55548958228926e-05, 3.341094068671476e-05, 2.4653256710899424e-05, 1.828255083293197e-05, 1.3601735773109749e-05, 1.0125083842436193e-05, 7.515784933358411e-06]]"	2.09E-09	1.29E-09	2.73E-09	"[[7.000000000000002e-10, 7.313747156441713e-10, 7.641556781194206e-10, 7.984059168463857e-10, 8.341912862887843e-10, 8.715805925747213e-10, 9.106457257933108e-10, 9.514617982209464e-10, 9.941072887430518e-10, 1.0386641937489292e-09, 1.0852181847898647e-09, 1.1338587733036727e-09, 1.1846794827223174e-09, 1.237778028293603e-09, 1.2932565049626238e-09, 1.351221583674305e-09, 1.4117847164743792e-09, 1.4750623508031938e-09, 1.5411761533944408e-09, 1.6102532442091948e-09, 1.6824264408551553e-09, 1.7578345139609628e-09, 1.836622453996727e-09, 1.918941750053659e-09, 2.00495068111889e-09, 2.094814620405593e-09, 2.1887063533234186e-09, 2.286806409700732e-09, 2.389303410897344e-09, 2.4963944324752755e-09, 2.60828538312472e-09, 2.7251914005738427e-09, 2.8473372652437634e-09, 2.9749578324438703e-09, 3.1082984839386345e-09, 3.2476155997540385e-09, 3.393177051130977e-09, 3.545262715573222e-09, 3.704165014980353e-09, 3.8701894779004895e-09, 4.043655326983619e-09, 4.224896092765277e-09, 4.414260254960534e-09, 4.612111912501609e-09, 4.818831483607104e-09, 5.0348164372290356e-09, 5.260482057284263e-09, 5.496262241139346e-09, 5.7426103338844285e-09, 6.000000000000003e-09], [3.419765246168145e-06, 9.96911742123214e-06, 2.309024856705578e-05, 4.5713183583254556e-05, 8.302715982546223e-05, 0.00014514825265073185, 0.00024934112139299926, 0.00042283978915542254, 0.0007073932866249222, 0.001165424083639314, 0.0018871615164165198, 0.0029976689115828715, 0.004661715039376067, 0.007083150747788984, 0.010494283122780132, 0.015130353165320139, 0.02118552814917298, 0.028750707893984817, 0.03774022668697423, 0.04782322481330127, 0.05838328019559455, 0.06853250910452684, 0.07719939134335485, 0.08329120160654623, 0.08590539817689397, 0.08453875917348698, 0.07923079612498043, 0.07058864138688446, 0.059674668283331206, 0.04778412370622167, 0.03617865440722561, 0.02585509732312111, 0.017411174944861586, 0.01102998290383795, 0.006562614511515704, 0.0036613270501571933, 0.0019123962379449819, 0.0009337421814552165, 0.0004255315433569664, 0.00018073891322156491, 7.144310165482007e-05, 2.6244825334928162e-05, 8.947525462009392e-06, 2.827152432516843e-06, 8.268200960709113e-07, 2.2352351486117585e-07, 5.5787877427178866e-08, 1.2838727894852562e-08, 2.7210652630079385e-09, 5.305108720241278e-10]]"
